3,4,1,0.8,0.1
3,4,2,0.4,0.1
8,4,1,0.75,0.75
8,4,2,0.125,0.125
8,4,1,0.75,0.75
8,4,2,0.125,0.125
2,4,1,0.75,0.0
2,4,2,0.125,0.125
